FileName	ModelName	Counter	AverageLoss	DH_Mean_NoPunct	DH_Sigma_NoPunct	Distance_Mean_NoPunct	Distance_Sigma_NoPunct	Dependency
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	0.037692815	-0.050659705	-0.8008036	-0.027508792	acl
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	-0.9715382	0.061392598	1.7506527	0.0041350294	advcl
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	0.69288045	-0.008395967	-0.73944825	0.04303034	advmod
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	4.941717	0.14771298	-2.6197152	0.043505073	amod
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	-5.4147267	0.39067316	0.08777532	0.13888615	appos
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	3.8163164	-0.069318965	-0.949276	-0.028730124	aux
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	-1.8897389	0.013014002	0.8320593	0.11436069	case
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	5.624242	0.17812999	3.6565313	0.12428328	cc
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	-2.4937756	0.06449219	1.6012702	0.08166833	ccomp
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	1.0164416	0.03552528	-1.648216	0.049956996	compound
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	-4.662008	0.105392456	2.0441158	0.053004485	conj
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	1.478785	0.025597127	-0.65410477	-0.020835109	cop
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	-1.8224735	0.06349314	1.289466	0.1799993	csubj
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	0.64631975	0.11227104	0.8280425	0.17004567	dep
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	4.8866143	0.237736	-0.7417209	0.13993208	det
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	0.64467764	0.12256318	2.4673169	0.09917908	discourse
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	3.4720736	0.36932686	3.9167955	0.063956596	expl
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	-5.1571765	0.40236166	-0.49928138	0.5215941	fixed
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	-6.450281	0.33104134	-3.4412308	0.18327965	flat
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	-1.563062	0.55263644	-1.6289898	0.9776184	goeswith
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	4.566923	0.19632588	2.713444	0.02889887	mark
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	0.5185869	0.005034034	-0.53467107	0.03154298	nmod
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	1.5329525	-0.019485993	0.28451037	0.044812635	nsubj
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	1.4291909	-0.05812232	-1.8461283	0.03425752	nummod
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	-0.80055183	-0.03346267	-0.5097893	-0.030344592	obj
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	-0.35142353	-0.02099553	0.23667209	0.02678987	obl
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	-0.21464573	0.19259337	1.8875121	0.32178098	orphan
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	-4.5525093	0.38763982	3.7035296	0.14543942	parataxis
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	0.01018378	0.98371744	-0.008509499	0.99485594	punct
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	1.7093037	0.8451631	0.32447523	0.8258562	reparandum
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	0.17991312	0.1140854	0.39150178	0.15637437	vocative
1361624	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_Coarse.py	1990000	10.0	-3.0775864	0.0748283	0.44207707	0.06351341	xcomp
