999 20.865316341068386 Namespace(alpha=0.0, cutoff=12, delta=1.0, gamma=1, idForProcess=9763692, language='Japanese_2.4', model=None)
込む 0
いける 2
過ぎる 4
める 6
やすい 8
つづける 10
合う 12
あう 14
そうだ 16
続ける 18
良い 20
みたいだ 22
出来る 24
げる 26
らす 28
始める 30
かける 32
がちだ 34
出す 36
すぎる 38
ちゃう 40
たー 42
ざるを得る 44
切る 46
べる 48
くださる 50
づめる 52
回る 54
らしい 56
なさる 58
たい 60
まい 62
易い 64
てる 66
たら 68
だめ 70
はじめる 72
尽くす 74
づらい 76
直す 78
よう 80
CAUSATIVE 82
にくい 84
がたい 86
きる 88
かねる 90
済み 92
らるる 94
べし 96
難い 98
なければ 100
ざるをえる 102
する 104
でした 106
だ 108
う 110
できる 112
かす 114
PASSIVE_POTENTIAL 116
かもしれる 118
ある 120
ます 122
かも知れる 124
こむ 126
だす 128
うる 130
ようだ 132
ない 134
なる 136
て 138
なら 140
た 142
ね 144
