999 20.866414748810552 Namespace(alpha=0.0, cutoff=12, delta=1.0, gamma=1, idForProcess=8363, language='Japanese_2.4', model=None)
すぎる 0
やすい 2
良い 4
だめ 6
かねる 8
込む 10
出す 12
ちゃう 14
出来る 16
合う 18
かす 20
易い 22
める 24
げる 26
にくい 28
らしい 30
だす 32
ある 34
ざるをえる 36
かもしれる 38
済み 40
なら 42
がちだ 44
くださる 46
続ける 48
づめる 50
あう 52
そうだ 54
みたいだ 56
いける 58
はじめる 60
うる 62
過ぎる 64
回る 66
まい 68
つづける 70
始める 72
きる 74
ね 76
らす 78
よう 80
たい 82
がたい 84
なさる 86
らるる 88
べし 90
尽くす 92
かける 94
かも知れる 96
ざるを得る 98
づらい 100
難い 102
なければ 104
だ 106
切る 108
べる 110
う 112
てる 114
たら 116
できる 118
CAUSATIVE 120
直す 122
する 124
たー 126
でした 128
こむ 130
PASSIVE_POTENTIAL 132
ます 134
ようだ 136
ない 138
なる 140
て 142
た 144
