999 20.865213438222828 Namespace(alpha=0.0, cutoff=12, delta=1.0, gamma=1, idForProcess=1768735, language='Japanese_2.4', model=None)
込む 0
はじめる 2
出来る 4
切る 6
合う 8
つづける 10
出す 12
なければ 14
がたい 16
きる 18
らるる 20
やすい 22
なさる 24
だめ 26
続ける 28
なら 30
よう 32
良い 34
かも知れる 36
難い 38
らしい 40
いける 42
かねる 44
たー 46
べる 48
くださる 50
ね 52
たら 54
尽くす 56
づめる 58
過ぎる 60
てる 62
みたいだ 64
だ 66
そうだ 68
あう 70
直す 72
始める 74
ざるをえる 76
める 78
済み 80
づらい 82
だす 84
う 86
すぎる 88
ちゃう 90
回る 92
べし 94
らす 96
たい 98
CAUSATIVE 100
うる 102
かす 104
げる 106
こむ 108
かける 110
まい 112
できる 114
ようだ 116
にくい 118
ざるを得る 120
ある 122
がちだ 124
易い 126
なる 128
する 130
PASSIVE_POTENTIAL 132
ます 134
でした 136
かもしれる 138
ない 140
た 142
て 144
